group_1000.jpg	[93,119,379,671]
group_1002.jpg	[NaN,0,NaN,NaN]
group_1004.jpg	[144,97,509,727]
group_1006.jpg	[198,221,471,608]
group_1008.jpg	[204,25,500,716]
group_1010.jpg	[54,79,486,521]
group_1012.jpg	[118,-69,682,856]
group_1014.jpg	[114,171,669,719]
group_1016.jpg	[170,28,574,708]
group_1018.jpg	[174,594,72,272]
group_1020.jpg	[85,210,617,617]
group_1022.jpg	[134,228,467,347]
group_1024.jpg	[49,-22,605,649]
group_1026.jpg	[204,58,438,498]
group_1028.jpg	[114,55,310,562]
group_1030.jpg	[255,55,312,564]
group_1032.jpg	[221,47,384,586]
group_1034.jpg	[118,173,476,566]
group_1036.jpg	[168,267,476,396]
group_1038.jpg	[117,28,537,536]
group_1040.jpg	[129,113,464,527]
group_1042.jpg	[41,276,630,585]
group_1044.jpg	[133,173,527,504]
group_1046.jpg	[115,66,436,619]
group_1048.jpg	[104,240,545,579]
group_1050.jpg	[85,373,521,313]
group_1052.jpg	[96,57,386,539]
group_1054.jpg	[84,38,558,517]
group_1056.jpg	[84,-3,605,619]
group_1058.jpg	[108,20,416,570]
group_1060.jpg	[99,17,633,613]
group_1062.jpg	[63,221,612,338]
group_1064.jpg	[97,69,349,373]
group_1066.jpg	[106,60,390,470]
group_1068.jpg	[151,283,396,202]
group_1070.jpg	[112,138,430,467]
group_1072.jpg	[128,329,448,277]
group_1074.jpg	[136,304,431,319]
group_1076.jpg	[138,251,431,429]
group_1078.jpg	[109,214,498,429]
group_1080.jpg	[161,46,226,586]
group_1082.jpg	[195,242,354,227]
group_1084.jpg	[49,-22,605,649]
group_1086.jpg	[197,22,512,721]
